|ACCOUNT:|POST:|TAGS:|LIKES:|COMMENTS: 
282|bungayuliantip|Sebaik baiknya manusia adalah yang bermanfaat bagi sesama, insyaallah. Happy Eid Mubarak.|[]|0|['You have some great shots in your gallery! I mean I liked them  ']
283|bungayuliantip|Mumpung lagi musim. Nanti kalo udah gamusim gaasik. Mau ngebala da akumah biar kalian ngegas, kalian kan suka ngegas kalo bikin acara hehe |[]|0|[]
284|bungayuliantip|Jangan lupa makan siang ya bang biar kuat puasanya!  |[]|0|['Siyappp bang har wkwkwk', 'uhhhh makasih udah diingetin, jadi semangat puasanya abis makan...', 'apasi apasi   ', 'cool!']
285|bungayuliantip|Anaknya emg suka nyender nyender gitu.|[]|0|['An - ja - y  ', 'Gaada senderan yah bung  ', 'Pantesan gua sering kerasa ketempelan nyet', 'Kang pijet?', '  ....', 'Hallo kak, selamat. Kakak punya kesempatan untuk ikut event photomodel @indomodel.management (OOTD Hijab 2018) di @mediaindomodel.hijab untuk mendaftar ketik OOTD kirim ke Wa Wa 081211830323 (Indoworldmodel) Hadiah jutaan Juara1, 2jt Juara2, 1jt Juara3, 500rb Favorit, jam DW Semua finalis dpt piagam. Juara dpt piagam, thropy, job photoshoot & casting dr @indomodel.management Pendaftaran gratis. Biaya hanya untuk finalis 95rb']
286|bungayuliantip|Happiness is a choice. If you are not happy, you can become happy by yourself |[]|0|['Bu bidankuu  ', '@bungayuliantip Silaww  ', 'Awww bidan fav ', 'xilaaawwwww !!']
287|bungayuliantip|Ma two blacky girls  Gausah diceritain lah ya behind the scene nya hmm nanti langsung terbit jadi satu jilid.|[]|0|['Luv girls squad  ', 'Ledomnya acuuu       ', '@bungayuliantip kaya kenal 2 2nya wkwk', 'Bts nya sih parah yaaa wkwk']
288|bungayuliantip|My girls  3/3|[]|0|['Luvvvv   ', '   ', 'Kuy rumah putih', 'Harus kuy lah weii masa udah dimenangin ini gak kuy whaha @evpuspita @windahry']
289|bungayuliantip|"""Dek sini dek foto barengan dulu nanti gak teteh kasih minum loh, ibu ppsm ulang loh"" ""Punten teh, iya bu"" wkwkw - Senior alumni spk, mantan ketua bpm, mantan teteh tatib ppsm takterlupakan, dan dedek dedek in frame -"|[]|0|['Ketua hima kali bung?._.', 'Siapa yg ketua hima dek?? @zakytapg @bungayuliantip wah gak kenal ketua hima nya nih ppsm ulang teh @icahelow', 'siap ospek ulang @elsatylova @bungayuliantip    kumpul aspuri 4 biar legaaa  ', 'NAHLOHHH ZAKKK @zakytapg ehehe punten teeh  ', '  ', ' ']
290|bungayuliantip|     |[]|0|['Siapa yg ngajarin? Wkwk', 'caption korea. muka lem korea', 'Ungee ndut.']
291|bungayuliantip|Alone time is when I distance myself from the voice of the world so I can hear my own.|[]|0|['mukanya datar, tutup toples aja bervariasi', ' ']
292|bungayuliantip|Diam dan dengarkan angin. Semakin tenang kamu, menjadi semakin banyak yang bisa kamu dengar. Seni mendengarkan adalah keterampilan tapi tidak banyak yang menguasainya.|[]|0|['Senyum ihh bubid, galak banget  ', 'Judes amaatt bung tu mukaaa ', 'Aduuu atuuuut', 'ko cemberut kak fotonya heheh', 'Tas gede bgt bisa masukin bayi satu tuh wkwkwk', 'Untung ga senyum, kalo senyum pasti rata tu bibir', 'Semaaaaaaail  ']
293|bungayuliantip|Do what scares you and it will be like do something fun    |[]|0|['sapa ituu yg motoin sapaaa cobaaaa sapaaaaaaa  ', 'Udah napa jadiin ihhh gemes gua @rahman_jr10', 'Jadiin sih udah jadiinnnn, kan uul nanti minta pjnya jd deket wkwk', 'tolong kondisikan ini pasukannya @bungayuliantip']
294|bungayuliantip|Hmm sudah kuduga |[]|0|['Mana senyum datar nya neng', 'Hits banget gilaaa bidan seniorrrr', 'Lagi isi bung?', 'Wadaw', 'Jgn galak2 dong bep']
295|bungayuliantip|Like a wild flower she is spending her days to allowing herself to grow, no one knew of the stuggle she was going through.|[]|0|['canssss', 'Sok pake bahasa jepang lu wkwkw']
296|bungayuliantip|Biasanya ketemu bidan bidan senior ini diruang bersalin spontan bahas pasien, anamnesa, medikamentosa, bantuin partus, tapi skrng enggak, ini bahas mau gaya foto apa, mau ambil makanan apa, mau foto dimana, jarang kyk gini, jadi harus diabadikan ehehe|[]|0|['Aduh, kapan aku ya gini ya em ', 'Tiungnya item sendiri neng, kaya kisah cintamu yg kelam~', 'Aduh ngeee koq aku buledd aneet ciiiih  ', 'Unchhh kapan diriku bisa kayak gituu  ', 'Bidan Hitz hahaha', 'Kapan aku bisa poto kaya gitu sama bidan senior wkwkw', 'bidan bidan hits']
297|bungayuliantip|Big things come in small packages. Lets hold more longer.|[]|0|['Si cantikk   ', 'Ihh senyumnya rata', 'Ko gembilan ya gong? Bahagia ya lepas dari ma*l wkwk', 'Kak bidan butuh vit c lagi kah?? #ehh     @bungayuliantip', 'Wkwk kirimin nomor wa kaaaa dm yaaaaa    @bungayuliantip', 'bros dagu handmade premium bikin gaya hijab kamu makin elegan..cek ig kita yuks  ']
298|bungayuliantip|Yoo jam or no jam. She is no jam people. But she act like a yoo jam people hhe |[]|0|"[""New jam new jam. . Lean back work your shoulder New jam takin' over"", 'Tapi kalo gapunya shoulder gimana? Bhaakkk @shanasdsptr', 'Wkwk lagu itu bung  lagunya si sibling ranzandniana']"
299|bungayuliantip|She lives in the poetry she cannot write.|[]|0|['Pohon aja gandengan.. Kamu?', 'Waah jd nyesel kan gak aku crop dulu itu pohon yg satu, jgn sampe alis kamu yg aku crop deh ya taakkk  ekek @nuralindaprtw', 'Latepost abis']
300|bungayuliantip|Bukan senja, cuma cahaya buatan, jika pemiliknya mau mengambilnya, jangan tanya nanti gimana.|[]|0|['Jangan dipaksain pit nanti kasian otak cantik lu wkwk intinya mah kalo abangnya tutup gue kegelapan udahsi itu aja  @fitriiyanirahmah', 'Tuh kan kembaran gua aja bingung hahahaha sabar yah kembaranku', 'dalemnya make baju tahanan yaa ? @bungayuliantip', 'Ga nyangka jomblo bisa sepuitis ini.  ', 'Ko gue garela gitu ya lay elu kembarannya sitoey, coba diilik ilik lg yg bener ah haha @ghziyah', 'Ih yaampun ko elu tai sih kak? Eh tau maksudnya sori sori wkw @rahman_jr10', 'Kamu gatau aja tak puisi yg bagus bagus kan kebanyakan hasil karya jomblo  @nuralindaprtw', 'Diajakin kemanasi syggggg? @trnrlfzh_', '@bungayuliantip Cahaya lampunya baguss   ', 'Loh lagian bukannya dihati dia juga udh ada yg lain ya? Wkwkw @trnrlfzh_']
301|bungayuliantip|It takes a litle time baby, you're gonna be fine soon |[]|0|['Senyuman penuh harap', 'Haha', 'Iihh buung indah bangettt, ih ga boong. Jembatannya.', 'Si manis jembatan merah??', 'How are ya!! I m a musician/singer/artist! I d love it if you checked out my page! Have a great day!']
302|bungayuliantip|I'll try them on. Do the square breaking.|[]|0|['Bunga lu beli followers ya bung?', 'Coba tolong followersnya bunga mending follow gua aja', 'Senyum palsu', 'Hahha', ' ', 'Mau ee ya nyet?']
303|bungayuliantip|Talkative eyes with a formal smile |[]|0|['Senyum datar  ', 'nyender kok sama pager  ', 'Etdah orang cileungsi emg pada julit julita gini apa yak  @ulfhrs @rahman_jr10', 'Tuh kan elu mah frustasi ditinggal maul teh pengennya loncat ke air mulu sih ah']
304|bungayuliantip|Bianglala  Bukan biangpoo, biangdipsy, apalagi biangtwingkywinky ok|[]|0|"['ih ke dupan gk ngajak2  ', 'Elu biangkeringet', 'Ngakak gue baca comment yg ini ', 'Yg ke dufan sama siapa teh buuuung? Wkwk', 'Piknik ga ngajak ye wkwk', 'Biang gula guemah bung. Manis kan wkwkwk', 'Koment', 'Tantyiiiik bgt ciiii, main dong', ' PROMO ONE DAY TRIP EXPLORE 3 PULAU     (P.KELOR,P.ONRUST,P.CIPIR) DAN PELEPASAN LAMPION     ONLY 85K/PAX INCLUDE TIKET KAPAL PP, RETRIBUSI 3 PULAU, LAMPION DAN FLOATIES , 5 NOVEMBER 2017 . AYOOO AJAK SERU""AN SEMUA TEMAN""MU . PENDAFTARAN TERBATAS  . INSTAGRAM => @SHINEPROJECTS']"
305|bungayuliantip|\long distance friendship\ When you and your friends rarely meet but everyday talk to you even if its just a chat. And pls dont stop that chat. Later if we never get together again, when you get together no longer with the people who usually get together, still be the one who gave me advice even if it's a crap and really bad to do, I need that. *This pictures taken when we are not really ready yet. ah who will upload this picture? me, i will. theres no better picture because its feared someone will like it or have a crush on you guys lol and unfortunately I miss you. little. Hehe|[]|0|['Mau tendangan pinalti kan ini?', 'I see that position so fit hmm gaess i really mss u so much  and im srry about it.', 'Omg, you feel like same with me bung, sueeer ini mah kangen sama kaliaaan   @ghziyah @bungayuliantip @ssdsptr @aywgnri', 'Uuutayang tayang jd melow gini ah, pokoknya kalian if smthings go wrong hrs bilanggggg! Wajib! Harus! jgn kyk baru temenan kemaren aja ah   hehe @ghziyah @ssdsptr @ulfhrs @aywgnri', 'Uutayaaaangg.. Miss you more guys!!   @ulfhrs @bungayuliantip @ssdsptr @aywgnri', 'Jadi kangen suasana kuliah, tp sama kalian aja   @ghziyah @aywgnri @bungayuliantip @ssdsptr', 'Ululuuuu kangen sama kaliaaannn pake bgttttt ', 'Kapan pada kumpul lagi ibu kangen kebersamaan kalian', '@bungayuliantip @aywgnri @ssdsptr @ulfhrs wey ema gua kangen noooohh, lagi kesepian banget wkwk']
306|bungayuliantip|Something are inevitable, but most are controllable.|[]|0|['Gila ini yg motoinnya jago bgt wkwk', 'Haha iyadeeh taken  by : orang slengean yg punya dagu lancip @aywgnri   ']
307|bungayuliantip|          .|[]|0|['Nanaonan sih make bahasa thailand', 'Wkwk protes protes', 'Sewadekap  ', 'Awww krustykrab, gpp biar kalian ada usaha nransletin lay lay lay  wkw @ghziyah @ulfhrs @ssdsptr', 'nyender kok sma tmbok   ', 'Mending ya ini temboknya bersih, drpd bahu lu kak banyak sarang laba labanya eh  @rahman_jr10', 'Kiww bungaaaa', '                 ', 'Kiw dedez hitz ipb kiw   ahha @dezyasp', 'Aaaaa ampun king of thai muncul, plis bgt ini mah yan komennya gabisa ditransletin  ahaha @yanuarwbsn_']
308|bungayuliantip|Im totaly do it. Gonna miss this moments. Mmm this is real life? Oh kyk gini ya rasanya. Susah aja.|[]|0|['Semangat trs kak  sukses']
309|bungayuliantip|People never change, but the things and the times between them do.|[]|0|"['Cwek cantik  , tpi nggk jadi cntik klo masih j****  ', 'Ah preman gang mana ada yg imut ginisi nas @ssdsptr', 'Jomblo maksudnya nit? Aaaah org makasar emg jahat jahat ngangenin gini yakk   wkw @fernitasari', 'Duhh  ', 'Uhh dikomen siupay   wkw @windahry', 'Kngen beli nasi kuning pgi  wkwkwk', 'JADI SEKARANG ADA DI BANDUNG SI BABS?', 'Gila pede bgt kamu wkwk ', 'Enggak da akumah gogoleran doang dirumah nyee  @ghziyah', '""Pujilah diri sendiri ketika gaada yg muji kamu"" -bunga wkw @ssdsptr']"
310|bungayuliantip|Love yourself, being mature even if it forced and welcome to the jungle of life |[]|0|['Selamat Bungaa', 'Waah siap roy, makasih looh @roysandiharahap', 'Siapp,mau lanjut ambil D4 ?', 'Aduuuuh dududu, semoga gak jomblo lg ya bung haha']
311|bungayuliantip|Temen seperjuangan TA yg kalo mau konsul suka panunggu nunggu, nyemangatin kalo udh capek revisi, nyari pasien baru grgr pasien pertama fail gak ngelakuin kunjungan [pinter kan!?], temen kejar kejaran dosen buat minta ttd *asli, minta ttd dosen itu lebih susah drpd nyari jodoh. Gakdeng boong* temen degdegan bareng pas mau sidang, dan sebenernya ini kita ber5 cuma doi beda pembimbing jd gafoto bareng deh, cieee finally ya udah bisa ambil ijazah bareng aja setelah ambil revisian bareng  btw itu foto kita bareng dosen yg sering kita kejar kejar a.k.a ibu Ni Nyoman Sasnitiari, M. Keb Terrrrrrbaik. Congrats for ur title gais  semoga jadi bidan yg bener yakk, salam cinta dan rahasia  |[]|0|['Cintaa dan rahasia akuuuu dede ucepp  ', 'Cinta dan rahasia squaddddd   ', 'Jagonkkkk squad hahaha mumumu    ']
312|bungayuliantip|Eat, laugh, stress, hope, action, dissapointed, pray, happy, fail, cry, fall, tired, up, cheer, struggle, do it, success (together). #InaugurationDay #Akb16 #PoltekkesKemenkesBandung|['#InaugurationDay', '#Akb16', '#PoltekkesKemenkesBandung']|0|[]
313|bungayuliantip|There is a state between awake and sleep. Known as dream. What am i gonna be without their prayers and blessing?  #latepost #graduation #PoltekkesBandung #KebidananBogor #DepkesAkb16|['#latepost', '#graduation', '#PoltekkesBandung', '#KebidananBogor', '#DepkesAkb16']|0|['Selamat ya sayangkuh   @bungayuliantip', 'Ko fotonya sendiri terus bung?  ', 'Telat ah sisayang mahhh   hihi @anitaaadp', 'Alin minta alisnya aku hapus yaa? Hmm   @nuralindaprtw', '@bungayuliantip pengen jadi yg terakhir wkwkw  ', 'Tuh da kamu mah eh bisaan haha gera cari pendamping wisuda gih biar nanti ada temennya nit   @anitaaadp', 'Biar sekalian dapet ijazah sama ijabsah nit wkwk @anitaaadp', 'Jgggnnn ngeledeekkkk aaah @anitaaadp', 'Cantik @bungayuliantip selamat ya bung atas kelulusannya   ', 'Gamancing nit aku cuma ngingetin kamu biar lebih bagus fotonya nanti ekwkwk @anitaaadp']
314|bungayuliantip|No family is perfect. We argue, we fight, we even stop talking to each other at times. But in the end, family is family. The love will always be there.  Graduation reminds me of everyone who has touched my life and the story created. Thank you so much for all your love, your support and being there as always. It was so wonderfull all this GREAT people that filled my daily with laugh, joy and happiness.  Bandung, 29 Agustus 2017 Thank you for being part of my jorney.|[]|0|['Congrats cantiikkkk    ', 'Bungaaa selamaatt   ', 'Maacii kekeeeeey   nyusul yaa thn depan aminn hehe @riskhey.keke', 'Joyonia yg hobinya mancing ikan pausss, kuda, serigala, ubur-ubur. Kurang keren apa coba bokap haha @ghziyah', 'Haiii nandaaaaaaaa mmm maaci yaa yg lebih cantiksss saae    @mtknda', 'Siap maaci deeee    moga cepet nyusul yaakkkk hihi @dezyasp', 'selamat ya teh ', 'Eehhh ko teteh sih wiii haha iyaaa met uga yaa buat kamyuu yg udah ngeduluin akuu   @doan_bd', 'Happy graduation cewek cantik   sukses selalu     ', 'Happy graduation unga    @bungayuliantip']
315|bungayuliantip|Love this girls     Temen seper-alay-an, temen dari fetus dimana gue masih dikuncir dengan muka yg polos polos gitu, dimana olip yg masih berambut panjang bgt dan gamau dipotong, dimana epong dulu badannya gak sekurus ini percaya deh, temen smp 3 tahun, temen sma 3 tahun dan nemenin perjalanan kuliah juga selama 3 tahun ini. Makasih banget yaa kalian udah nyempetin dateng ke acara 'my day bgt' jauh jauh dari bogor dateng kebandung, dari pagi sampe touchup dimobil dan harus nunggu sampe sore. Best bgt ah pokonya. Kuterhura. Gatau mau bilang apalagi. Gajago bikin caption. Pokonya makasih banyak, sayang kalian  Mmmm|[]|0|['Aminnn yaRabb makasihh kakk, ditunggu ah yg penting kadonya haha lah itu galiat pendamping wisudaan gue? @rahman_jr10', 'Mmmm maaci lippp cabat terbaeksss, thn depan gantiannn gue yg dateng yaa    @windahry', 'Huyyy rickkk yooo makasih banyakkkk yaa amin yaAllah yaRabb, nyusul yaa kamuu soon 4 thn dari skrng hehe @shutuprick', 'mau kado apaan emg ??    ah manaa pendampingnya kok gk ada yg cowoo  ', 'Congrats bunga ku @bungayuliantip semoga bermanfaat', 'Camet yaa bu bidankuh dr sekian banyaknya manusia pada saat itu akhirnya ketemu juga ya kita dn menghasilkan foto terbaeqqqq      @bungayuliantip', 'Kadoin yg kyk dilan kakkkkk hehe ada koo cuma belum upload  tungguin aja eakk ekeke @rahman_jr10', 'Amin yaAllah, maaci ucikuuuuuu mwah cepetan nyusul juga yaa biar jadi bidan beneran hehe    @lusianasismadi', 'Alhamdulillah yaa berkat kesabaran kalian dan walaupun sempet terkecoh sama background foto yg banyak kembarannya ternyata hihi aaaa sayang kaliannn pokonya, cepet nyusul thn depann biar gantian      @evpuspita', 'Congrats kaka bidaaaaaaaankuu    semoga jadi bidan yg bermanfaat untuk banyak orang ya ka aamiin']
316|bungayuliantip|The hardest thing to explain. Like this people who make you laugh. When you touch on bad things or not even in the mood to smile |[]|0|['Yes frstlike ', 'Aaahhh second!!', 'Aku ke 41 aja biasa aja wkwk @ssdsptr @ghziyah', 'Ko yg aing macannya ga ada sih bung? ', 'Kaliannn ih kurang gawe pasti deh buka ig tutup, buka line tutup, buka wa tutup, repeat, gaada chat tea ningan wkw @ssdsptr @ghziyah beda sama uul yg ke41 pasti lg banyak chat ya ul @ulfhrs', 'Jangannn ayyyy jayyy plisss atuhlah aib bgt gue lagi sakau aing macan ituuuu  @aywgnri @ghziyah', 'Hahahaha bagus lu teh alami bgt itu aing macannya @bungayuliantip']
317|bungayuliantip|Kamu yang berjuang, Aku yang jaga pos kesehatan, udah cocok bukan? E. HAHA  #Merdeka #HUTRI72 #DirgahayuIndonesia|['#Merdeka', '#HUTRI72', '#DirgahayuIndonesia']|0|"['MITAMIT ', 'Gila gila captionya wkwkw', 'GELI', 'Harusnya captionnya ""aku yg jaga lilin, kamu yg keliling"" wkwkwk', 'Idiiiiiiw', 'EWH']"
318|bungayuliantip|Being human is difficult. Some people make it more difficult than others. I was one of those people.|[]|0|['MANTAF Bu bidan', 'Ledomnya akuuuuh   ', 'Premankuh ', 'Galak', 'butuh sandaran neng ?', 'Bubidann jutekks ngetz   ', 'SO SEXY ANJIR!!', 'Enggak ko akumah baik   Sini kamu sini aku traktir batagor kuah pomad nih pasti kgn khaann ekekeke @ferozzaa', 'EMANG SEXY GIMANA ATUH ANJIR?   @ghziyah']
319|bungayuliantip|Alhamdulillah. Gak gampang buat ngelewatin 3 tahun yg berasa 3000 tahun ini. Bohong kebangetan kalo ada yg bilang ini gak berasa. Akhirnya bisa menemani perjuangan para ibu ibu. Semoga bermanfaat. Amd. Keb Feeling so blessed and thankful |[]|0|['Iyaaa aamiin, doain ya bung @bungayuliantip', 'Amin yaAllah, Uncchh kembarankuuuu   wkw maacii dewikuuu mwahh @dewirattna12', 'Pasti deh kekeyyy. Sukses terussss yaakkk  @riskhey.keke', 'congrats kak    ', 'Uncchhhh selamat mungaaaa sayang, sukses terus! Doain aku supaya cepet nyusul    ', 'Huy rick. Makasihhh, semoga cepet nyusul nih maba udayanaaa   @shutuprick', 'Aaaa maaci maaci edelkuuu tayankk, amin yaAllah. Semoga cepet sidang benerannn. Sukses terus juga deeelss   @delisanggraenip', 'Wihhh congratsss buung    ', 'Maaci lippp. Ditunggu disabuga ekekek    @windahry', 'Haiiii adinnnn. Iyaa maaci ya adinkuuu, sukses teruss   @adindabellaaa']
320|bungayuliantip|Aku cuma tau dari kamu. Arti kabar itu penting. Jarak hanya jebakan, jauh dekat tergantung perasaan. . . . .  Taken by : @ghziyah btw waktu moto dia bilang bung lu kyk raksaksa. gpp mulut dia mah emg kyk gitu biarin aja  wkw|[]|0|['Omaygaaatt ada raksaksaaaa  ', 'Terang banget yak ', 'Kenapa sih rumah gue dijadiin background foto terus', 'Yang blang emang lebih enak', 'Nyampe ugha', 'Agun@n.BPKB M0B1L/M0T0R Untuk Keperluan Biaya M0dal Usaha Pendidikan Renovasi Dan Lainnya Resmi&Aman Bisa Take Over Inf0 TLP-O82312621238 SMS/WA.O812.99.2O3.2O3']
321|bungayuliantip|Tanyain mama papa kamu, yakin gamau punya menantu bidan kyk kita?    . . . #PKNT #KKN #DEPKES'16 #POLTEKKESBDG #MIDWIFE|"['#PKNT', '#KKN', ""#DEPKES'16"", '#POLTEKKESBDG', '#MIDWIFE']"|0|['Ready stok gk sis? Wkwk', 'Wisuda aja dulu pik jgn nanyain yg ginian deh wkss @taufiqn.sj', 'Njiirrr, mentang2 udh wisuda  ', 'Otw nyusu(L) nih wkwk', 'Duhh bu bidaan', 'Ehh ada bu bidan jauhh nihh   @asrikarimah4', 'Nice']
322|bungayuliantip|Be a warrior guys not a worrier       Taken by : @iraevalia|[]|0|['Gabisa bedain mana orang mana babi di foto terakhir, mirip paraaaahh wkwk', 'HAHAHAHA COMMENTNYA LOH  ', 'Selamat bunga kelulusanyaaa', 'Iyaaa makasih yaa bang royyy @roysandiharahap', 'Iaa semoga sukses jadi Bidan .Amminn']
323|bungayuliantip|Alhamdulillah, all i can say just thankkkkksss  #sidangTA  Taken by : @iraevalia|['#sidangTA']|0|['Eh bung hbd ya, smg ga makin bongbong lagi ga emosian mulu amin ', 'Selamaaaaat bungaaaaa   ', 'uhuuy selamat ungaaa   ', 'Congrattt sayang  @bungayuliantip', 'Uuuhh maaci bisuuul, yaampun kapansi gue kyk gitu? Wkw asal elunya jgn annoyed ajasii  @sulisriesdynt', 'Aaaaa maaciii naniiiikuuu     @naninrash', 'Ayeeeey maaci cekaaayyyyy    @sekarums', 'Mmmm maaciii deviku tayankkkk    @dseftriani', 'Iya pengen bangeed kaa  aamiin aamiin yaAllah kaaak ', 'Semangat n Sukses selalu. Btw, kita lagi ada promo diskon 10%. cuma 3 hari (kode: AlfinaCraft10)']
324|bungayuliantip|And i have no idea. How it come? (2/2)|[]|0|['Syahrini dari mana aini unch', 'Galak bgt tangannya sampe ngasih middle finger gitu ', 'lb']
325|bungayuliantip|But you changed. (1/2)|[]|0|['  ', 'Cwek cantik   ', 'Aaaaa nitaaaa kangen nitaaa   saae nih bidan makasar hhe @fernitasari', 'silau', 'Iyaa kangeen kamu juga    jln2 k mkssr dong  ']
326|bungayuliantip|Best since 2008  |[]|0|['Gilaa followrs nya ga nahaaan cuii @bungayuliantip hahaha', 'Gilaa yg digambarin babi dibuku soap sama pacarnya mah ganahaaan cuiii wkw @adindadwisep', 'Hahahaha kamfreddd , aku minta tipsnya dong kk @bungayuliantip', 'Cetak photo ala polaroid 20 photo only 15k. Edisi promo']
327|bungayuliantip|You made flowers grow in my lungs. And although they are beautiful. I cant breath.|[]|0|['Godaan puasa', 'Kuning amat untung bukan diaer lo bung.', 'Model majalah dewasa ', 'Gilaaaa gawl banget kak   ']
328|bungayuliantip|Para pejuang gelar Amd.Keb |[]|0|['bunga gue tabok lu yaaa    @bungayuliantip', 'Sian bet sih di ujung gituuu', 'Llu mana dhe nte keliatan!! @bungayuliantip', 'Siapa jay? Sibulet yg lagi jongkok? Wkw @ghziyah @ulfhrs', 'Duh itu yg bulet juga sian bet sih ampe jongkok gituuu @ulfhrs', 'Gakeliatan kak? Parrraahh coba cari lagiii yg fokus hehe @frizzy.haired', 'Kesian juga dia mah udh ada yg komitmenin kali jay  @ghziyah @ulfhrs', 'Wkwkwk gua ngerii salah fokus dhe @bungayuliantip', '@bungayuliantip iyah bung, ga kaya elu ya gaada komitmen apa apa wkwk', 'Haha iya sih kak bae bae nanti pengen bawa pulang satu yakk @frizzy.haired']
329|bungayuliantip|Everyone is scared to be alone. And im gotta be ok with myself, you gotta be able to count on yourself, be great if someone comes along and they make you better than by all means thats is wonderful     |[]|0|['Uchhh ', 'Ibu bidan wkw', 'Ko beda']
330|bungayuliantip|Best partner in crime |[]|0|[]
331|bungayuliantip|"SAMPURASUN Simkuring Bunga Yulianti Pertiwi ngadukung acara BUMI (Bidan Untuk Masyarakat Indonesia) kangge ngawujudkeun Desa Curugrendeng Subang anu ""SELALU SEHAT DIMANA PUN KAPANPUN""  #Bumi2017 #bidankomunitas2017 #bidanpoltekkesbdg #bidancurugrendeng #bidanmudamengabdi #bidansubang #bidansahabatmasyarakat #bidanuntuknegeri"|['#Bumi2017', '#bidankomunitas2017', '#bidanpoltekkesbdg', '#bidancurugrendeng', '#bidanmudamengabdi', '#bidansubang', '#bidansahabatmasyarakat', '#bidanuntuknegeri']|0|['hatur nuhun dukungana teteh..', 'Cetak photo ala polaroid 20 photo only 15k', 'Top']
332|bungayuliantip|The warrior. The type of girl who will really fight for her fightsssss. You don't want to mess up with her  (masih) edisi kangen sukabumiii|[]|0|['I leave my heart in sukabumi yezzz? Kgn jagonk!!  ', 'Iyaa tauu iya dhitt tapi bukannya half a heartNYAAA juga lu bawa kedepok yak? Eh. Wkwkw love jagonkkk so muchh    @dhtroslianti']
333|bungayuliantip|Good planets are hard to find. Dont ignore it.|[]|0|['Iya gua suka kok @bungayuliantip wkwkw']
334|bungayuliantip|Finally, bohong banget sih kalo bilang gak berasa.|[]|0|['Akhirnya unge pulang ke humz gak homesick2an lg yeayy', 'Iyadonggg yeayyyy kangen citeureupppp banget nih zek gatahan  @zakytapg']
335|bungayuliantip|Annoying sister. But i love her. Happy birthday |[]|0|['Kangen !', 'Thank you sister,,,  ', 'Happy birthday', 'Apaaa deel? Delis kangen ii @achmadderianto ? Ajakin jalan lah wkw @delisanggraenip', 'Haft, kangen kamu shayy! Kuy main   ', '@bungayuliantip']
336|bungayuliantip|Cuma ... mahasiswi yg kalo bawa partus set dalem tas kyk anak sd bawa tempat pensil kaleng, suka bawa bawa buku utang, mintain tanda tangan mulu kyk fans yg paling setia, sama konsultasi terus tapi tetep aja banyak masalah terutama asmara. Lol.|[]|0|['Jihhh si apniiii', '    ', 'Iyaa miii, pasti kalian pernah bareng dia @mia_agyuta @zakytapg', 'Mmm ikan lelekuuu  @meymarcelyna', 'Jangan terpesona sama urang gitu ah nit   @anitaaadp', 'Terpesona sama diri sendiri haha   @bungayuliantip', 'Kangen sekarwangi ya Allah  ', 'Siniii dongggg sekalian jengukin unga oayyyy  @oryzasativaaaa', 'Itu kan jalan mau ke CND ya unga  ', 'Yaap bener banget, ciyee yang udah hatam sekarwangi eungg oayy  @oryzasativaaaa']
337|bungayuliantip|Best piece I ever had, best human diary in my life (minus rico) |[]|0|['Pasti lg homesick  ', 'Cek ig kita yuk kak banyak masker korea murmer dan open reseller jg  ']
338|bungayuliantip|Aku mah ditusuk dari belakang juga tetep senyum   mana coba pengantin goblin aku mana?|[]|0|['Pengantin goblin kamu, nga. ---> @mimi.peri', 'Motovasinya apa mung?-_-', 'Genjutsu', 'Kesel bgt gue baca captionnya  ', 'Sibunga kebanyakan makan cireng sigana hahah', ' ', 'Bung kenapa bisa gitu ?']
339|bungayuliantip|My cheek full of mysteri, where it comes huh? |[]|0|['Ada bidadari berasal dari danau ituu ', 'Uhhh bidadari  ', 'Karuhun danau  ', 'Neng geulis tong ameng di galian bisi ka sambet']
340|bungayuliantip| |[]|0|['Awas ada dugong wkwk', 'Lah dugongnya gek itu baru muncul   @meymarcelyna']
341|bungayuliantip|  |[]|0|['So imut luu']
342|bungayuliantip|And now i know why peterpan didn't want to grew up.|[]|0|['Why? Bcs peter is pan?']
343|bungayuliantip|There's nothing in the world gonna kills this mood.|[]|0|[]
344|bungayuliantip|It is both a blessing and a curse to feel everything so very deeply.|[]|0|[]
345|bungayuliantip|She is a daydreamer and a nightthinker.|[]|0|[]
346|bungayuliantip|she is not on her period but she easily gets irritated.|[]|0|['Uuwww tayank tayank    ']
347|bungayuliantip|The type of girl who knows what you need. She's very caring. She's got mother instincts|[]|0|['Uuuuuw', 'kenalin lah 1 mah @bungayuliantip']
348|bungayuliantip|Banyak banyakin makan wortel dah biar liat jelas mana yg tulus mana yg modus |[]|0|['Gilaa anak masjid ', 'Adzommm punya lahhh']
349|bungayuliantip| Berangkatlah, baik kamu merasa ringan atau berat, dan berjihadlah dengan harta dan jiwamu..  (QS. At-Taubah: 41)|[]|0|[]
350|bungayuliantip|     |[]|0|[]
351|bungayuliantip|Ada yang sulit mengungkapkan, hanya berusaha menunjukan, sampai sadar bahwa itu harus disuarakan.|[]|0|['Masih sndri aja fotonya?   @bungayuliantip', 'Mmmm temeninnnnn   @aqlizanstn', 'Mmh gamau takut makin jomblo    @bungayuliantip', 'Follback @bungayuliantip']
352|bungayuliantip|Happy not come by self, make it |[]|0|['Aku gak jalan kok de aku naik mobil kalo jalan mah jauh wkw    @tiiiraaa']
